0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68	72	76
341	375	600	274	207	664	575	437	43	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341	375	600	274	207	664	575	437	338	43	39	39	278	NA	NA	NA	NA	NA	NA	NA
341	375	600	274	207	681	594	424	238	35	29	32	255	NA	NA	NA	NA	NA	NA	NA
341	401	610	312	249	706	616	494	282	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341	401	610	312	249	706	616	494	282	50	41	41	340	NA	NA	NA	NA	NA	NA	NA
341	401	610	312	249	706	750	683	498	246	30	27	33	NA	NA	NA	NA	NA	NA	NA
341	401	610	312	249	706	750	683	498	374	299	37	352	NA	NA	NA	NA	NA	NA	NA
341	401	610	312	249	706	750	683	498	374	299	37	481	NA	NA	NA	NA	NA	NA	NA
342	389	583	284	235	661	600	472	227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
343	414	589	243	6	526	350	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
344	374	556	23	18	479	255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
344	374	556	249	188	599	440	252	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	422	624	338	261	733	608	513	299	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	422	624	338	261	733	608	513	299	293	60	61	261	NA	NA	NA	NA	NA	NA	NA
345	422	624	338	261	733	736	652	470	275	50	50	273	NA	NA	NA	NA	NA	NA	NA
345	422	624	338	261	733	736	652	470	275	50	50	442	NA	NA	NA	NA	NA	NA	NA
345	422	624	338	261	733	736	652	470	275	50	378	522	NA	NA	NA	NA	NA	NA	NA
345	422	624	408	371	842	782	694	535	313	52	55	243	NA	NA	NA	NA	NA	NA	NA
345	422	624	408	371	842	782	694	535	313	288	52	272	NA	NA	NA	NA	NA	NA	NA
345	422	624	408	371	842	782	694	535	313	288	52	455	NA	NA	NA	NA	NA	NA	NA
345	422	624	408	371	842	782	764	610	475	386	348	444	NA	NA	NA	NA	NA	NA	NA
345	422	624	408	371	842	782	764	610	475	386	348	534	NA	NA	NA	NA	NA	NA	NA
346	402	628	322	301	773	694	640	439	264	104	102	118	NA	NA	NA	NA	NA	NA	NA
346	402	628	322	301	773	694	640	439	264	343	350	488	NA	NA	NA	NA	NA	NA	NA
346	402	628	322	301	773	771	696	580	364	316	297	436	NA	NA	NA	NA	NA	NA	NA
346	402	628	322	301	773	771	696	580	364	316	535	688	NA	NA	NA	NA	NA	NA	NA
347	407	636	307	254	675	590	450	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	368	557	266	203	689	625	483	347	342	354	516	794	285	340	335	140	NA	NA	NA
348	368	557	266	203	689	625	483	347	342	354	516	794	285	463	489	356	NA	NA	NA
348	368	557	266	203	689	625	532	413	446	478	629	913	329	458	461	367	NA	NA	NA
348	368	557	266	203	689	625	532	413	446	478	629	913	525	671	710	576	NA	NA	NA
348	368	557	266	279	792	719	594	441	469	469	597	843	309	404	413	284	138	NA	NA
348	368	557	266	279	792	719	594	441	469	469	597	843	309	404	413	284	352	NA	NA
348	368	557	266	279	792	719	594	441	469	469	597	946	387	506	500	382	471	NA	NA
348	368	557	266	279	792	719	594	540	555	557	729	1044	491	632	660	521	630	NA	NA
348	377	563	278	256	758	696	607	510	567	666	883	1248	736	NA	NA	NA	NA	NA	NA
348	377	563	278	256	758	696	607	566	625	675	891	1207	666	845	897	733	NA	NA	NA
348	377	563	278	256	758	696	607	566	625	675	891	1342	827	975	1048	933	NA	NA	NA
348	377	563	278	256	781	711	617	517	549	583	777	1091	555	709	779	633	NA	NA	NA
348	377	563	278	256	781	711	617	517	600	642	830	1158	614	759	815	610	NA	NA	NA
348	377	563	278	256	781	711	617	517	600	642	830	1158	614	759	815	763	NA	NA	NA
349	397	586	324	305	827	797	722	620	661	691	831	1129	556	693	712	534	613	486	491
349	397	586	324	305	827	797	722	620	661	691	831	1129	556	693	712	691	805	680	710
349	397	586	324	305	827	797	722	620	663	692	819	1118	515	613	662	536	638	503	539
349	397	586	324	305	827	797	722	620	663	692	819	1118	515	613	863	734	873	723	767
349	397	586	324	305	827	797	722	620	663	692	819	1118	515	613	863	734	873	877	957
349	397	586	324	305	827	813	721	619	581	647	754	1046	546	432	434	300	363	161	159
349	397	586	324	305	827	813	721	619	581	647	754	1046	546	432	613	494	548	380	414
349	397	586	324	305	827	813	721	619	660	659	795	1077	434	487	547	422	481	251	238
349	397	586	324	305	827	813	721	619	660	659	795	1077	434	487	547	422	481	251	476
349	397	675	413	413	927	897	844	759	790	835	1024	1362	795	920	1006	888	1024	958	1033
349	397	675	413	413	927	897	844	759	790	835	1024	1362	795	920	1006	888	1024	1034	1165
349	397	675	413	413	927	897	844	759	790	835	1024	1362	795	920	1006	1057	1229	1190	1366
349	397	675	413	413	927	897	844	759	790	835	1024	1362	795	920	1006	1057	1229	1190	1376
349	397	675	413	413	927	897	844	759	790	894	1068	1423	829	927	989	867	1000	925	1022
349	397	675	413	413	927	897	844	759	790	894	1068	1423	829	927	989	867	1000	930	1032
349	397	675	413	413	927	897	844	759	790	894	1068	1423	829	927	989	1019	1174	1130	1298
349	397	675	413	413	927	897	844	759	790	894	1068	1423	829	927	989	1019	1174	1130	1315
349	397	675	413	413	927	897	844	759	790	894	1068	1423	829	1075	1159	1099	1178	1105	1229
349	397	675	413	413	927	897	844	759	790	894	1068	1423	829	1075	1159	1099	1301	1250	1423
349	397	675	413	413	927	897	844	759	790	894	1068	1423	829	1075	1159	1099	1301	1250	1446
349	397	675	413	413	927	964	903	842	870	960	1166	1500	972	1112	1220	1169	1308	NA	NA
349	397	675	413	413	927	964	903	842	870	960	1166	1500	972	1112	1220	1169	1334	NA	NA
349	397	675	413	413	927	964	903	842	870	960	1166	1500	972	1112	1297	1251	NA	NA	NA
349	397	675	413	413	927	964	903	842	870	960	1166	1579	1035	1185	1305	1244	NA	NA	NA
350	413	595	303	223	684	605	466	258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
351	409	615	325	321	855	854	804	683	618	589	701	924	273	268	297	221	233	215	215
351	409	615	325	321	855	854	804	683	618	589	701	924	273	268	297	225	213	NA	NA
351	409	615	325	321	855	854	804	683	708	720	867	1133	454	482	496	359	391	NA	NA
351	409	615	325	321	855	872	825	690	653	588	709	952	314	326	351	218	245	213	213
351	409	615	325	321	855	872	825	690	653	677	787	1050	359	401	415	270	297	204	204
351	409	615	371	400	920	945	897	808	780	837	946	1257	630	643	694	549	NA	NA	NA
351	409	615	371	400	920	945	897	808	780	837	946	1257	630	643	868	693	NA	NA	NA
351	409	615	371	400	920	945	897	808	780	848	988	1285	658	689	738	581	653	536	550
351	409	615	371	400	920	945	930	858	872	933	1138	1456	831	949	942	829	NA	NA	NA
351	409	615	371	400	920	945	930	858	872	933	1138	1492	875	995	1029	953	969	880	NA
351	409	615	371	400	920	945	930	858	872	933	1138	1492	875	995	1029	953	1154	NA	NA
352	399	598	227	10	538	383	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	399	598	304	248	386	202	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	399	598	304	248	670	505	347	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
353	353	494	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
354	358	518	172	71	533	379	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
354	358	518	263	184	628	449	257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
355	363	478	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
355	363	519	182	94	583	400	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
356	380	566	264	238	719	646	558	403	366	366	393	149	NA	NA	NA	NA	NA	NA	NA
356	380	566	264	238	719	646	558	403	366	366	620	844	125	135	137	144	NA	NA	NA
356	380	566	264	238	807	758	656	507	500	493	536	761	127	287	280	142	140	137	NA
356	380	566	264	238	807	758	656	507	500	493	536	761	127	287	280	142	140	325	137
356	380	566	264	238	807	758	656	507	500	493	659	914	349	414	442	278	158	149	149
356	384	582	258	210	674	585	455	317	240	115	278	446	NA	NA	NA	NA	NA	NA	NA
356	384	582	258	210	674	585	455	317	240	115	278	595	NA	NA	NA	NA	NA	NA	NA
356	384	582	258	210	674	633	482	363	296	268	392	584	117	129	NA	NA	NA	NA	NA
356	384	582	258	286	774	673	555	425	365	345	436	129	114	NA	NA	NA	NA	NA	NA
356	384	582	258	286	774	673	673	564	509	484	566	823	238	124	124	115	124	124	120
356	384	582	258	286	774	673	673	564	509	484	566	823	238	124	124	129	NA	NA	NA
357	367	549	234	186	667	528	369	224	115	114	340	611	108	120	123	121	NA	NA	NA
357	367	549	234	186	667	558	423	244	256	236	341	539	NA	NA	NA	NA	NA	NA	NA
357	367	549	234	186	667	558	423	244	256	236	341	622	113	123	127	NA	NA	NA	NA
357	367	549	234	186	667	558	423	244	256	236	457	768	250	315	322	118	NA	NA	NA
357	403	578	271	202	688	579	398	232	102	102	248	507	NA	NA	NA	NA	NA	NA	NA
357	403	578	271	253	746	637	480	306	306	292	422	678	105	242	278	123	119	NA	NA
357	403	578	271	253	746	637	480	383	354	319	412	667	106	115	114	119	117	NA	NA
358	357	571	302	297	815	814	700	613	593	608	797	1092	517	615	651	579	616	468	452
358	357	571	302	297	815	814	700	613	593	620	786	1068	412	532	549	423	534	375	361
358	357	571	302	297	854	827	761	633	665	724	885	1209	646	785	793	685	793	707	684
358	357	571	302	297	854	827	761	633	665	724	885	1209	646	785	935	855	1001	871	938
358	357	571	302	297	854	827	761	633	665	724	885	1209	646	785	935	855	1001	915	995
358	357	571	302	297	854	827	761	736	739	780	978	1295	706	808	898	771	857	796	787
358	357	571	302	297	854	827	761	736	739	780	978	1295	706	808	898	771	857	796	996
358	357	571	302	297	854	827	761	736	739	780	978	1295	706	808	898	916	1025	872	937
358	357	571	302	297	854	827	761	736	739	780	978	1295	706	808	898	916	1025	1035	1173
358	450	658	387	375	883	879	839	753	771	847	1027	1376	830	948	1062	984	1092	985	1018
358	450	658	387	375	883	879	839	753	771	847	1027	1376	830	948	1062	984	1197	1094	1156
358	450	658	387	375	883	879	839	753	771	847	1113	1476	924	1047	1141	1075	1218	1161	1227
358	450	658	387	375	883	879	839	753	771	847	1113	1476	924	1047	1141	1075	1218	1259	1430
358	450	658	387	375	883	879	839	753	771	847	1113	1476	924	1047	1221	1152	1270	NA	NA
358	450	658	387	375	883	879	839	785	816	873	1101	1467	904	1028	1132	1065	1216	1172	1280
358	450	658	387	375	883	879	839	785	816	873	1101	1467	904	1028	1132	1065	1216	1172	1390
358	450	658	387	375	883	879	839	785	816	873	1101	1467	904	1028	1132	1065	1240	1131	1265
358	450	658	387	375	883	879	839	785	816	873	1101	1467	904	1028	1132	1065	1240	1131	1406
358	450	658	387	375	883	879	839	785	816	873	1101	1467	904	1028	1236	1183	1335	NA	NA
358	450	658	387	449	980	970	925	870	921	988	1222	1599	1046	1202	1309	1223	1363	NA	NA
358	450	658	387	449	980	970	925	870	921	988	1222	1599	1059	1215	1334	1277	NA	NA	NA
358	450	658	387	449	980	970	925	870	921	1105	1327	1693	1144	NA	NA	NA	NA	NA	NA
359	393	581	293	264	741	744	729	638	620	737	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	393	581	293	264	797	808	794	717	732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	393	581	293	264	797	808	794	717	822	897	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	415	608	286	13	587	435	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	415	608	286	13	587	435	379	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	415	608	286	311	764	657	512	266	9	6	6	6	NA	NA	NA	NA	NA	NA	NA
361	418	634	328	291	742	620	474	386	229	15	13	284	NA	NA	NA	NA	NA	NA	NA
361	418	634	328	291	742	735	610	387	31	22	21	26	NA	NA	NA	NA	NA	NA	NA
361	418	634	328	291	742	735	610	505	327	264	12	276	NA	NA	NA	NA	NA	NA	NA
361	418	634	328	291	742	735	610	505	327	264	317	434	NA	NA	NA	NA	NA	NA	NA
361	418	649	347	299	765	658	550	305	34	229	29	328	NA	NA	NA	NA	NA	NA	NA
361	418	649	347	299	765	658	550	534	351	242	28	293	NA	NA	NA	NA	NA	NA	NA
361	418	649	347	299	765	658	550	534	351	375	327	521	NA	NA	NA	NA	NA	NA	NA
361	418	649	347	299	877	801	710	558	414	241	20	364	NA	NA	NA	NA	NA	NA	NA
361	418	649	347	299	877	801	710	558	414	482	441	558	NA	NA	NA	NA	NA	NA	NA
362	361	496	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363	379	577	250	220	687	602	425	276	51	44	48	264	NA	NA	NA	NA	NA	NA	NA
363	379	577	250	220	687	602	425	276	51	44	48	302	NA	NA	NA	NA	NA	NA	NA
363	379	577	250	220	687	602	425	276	337	309	404	554	NA	NA	NA	NA	NA	NA	NA
363	379	577	250	220	687	602	647	555	519	457	523	739	36	44	43	NA	NA	NA	NA
363	379	577	250	220	687	602	647	555	519	457	523	739	36	319	272	36	38	NA	NA
363	379	577	250	220	687	602	647	555	519	614	705	927	354	437	420	272	311	47	42
363	379	601	276	237	686	565	460	247	42	35	35	301	NA	NA	NA	NA	NA	NA	NA
363	379	601	276	237	686	565	460	444	375	335	403	581	NA	NA	NA	NA	NA	NA	NA
363	379	601	276	237	686	565	460	444	375	335	435	620	40	254	44	NA	NA	NA	NA
363	379	601	276	237	857	770	671	560	466	395	421	565	23	28	22	NA	NA	NA	NA
363	379	601	276	237	857	770	671	560	466	427	488	711	29	34	31	NA	NA	NA	NA
363	379	601	276	237	857	770	671	560	466	427	488	711	441	308	235	NA	NA	NA	NA
363	379	601	276	237	857	770	671	560	466	427	488	711	441	508	430	302	347	25	20
363	379	601	276	237	857	770	737	629	611	600	652	837	254	283	35	NA	NA	NA	NA
363	379	601	276	237	857	770	737	629	611	600	652	837	254	459	410	276	338	29	23
363	379	601	276	237	857	770	737	629	611	600	703	894	306	352	302	29	220	NA	NA
363	379	601	276	237	857	770	737	629	611	600	703	894	306	514	458	327	368	35	243
364	376	580	265	222	713	647	491	327	317	294	432	725	135	144	249	150	148	NA	NA
364	376	580	265	222	713	647	491	524	532	532	673	936	380	471	479	376	451	229	150
364	376	580	265	222	713	647	491	524	532	532	673	936	380	471	479	376	451	229	276
364	376	580	265	304	779	708	578	462	444	409	517	803	257	339	349	135	256	140	132
364	376	580	265	304	779	708	595	480	479	485	578	860	328	405	446	320	402	224	218
364	376	580	265	304	779	708	595	480	479	485	720	1006	464	563	595	457	532	402	348
365	391	523	216	167	643	530	410	304	372	444	NA	NA	NA	NA	NA	NA	NA	NA	NA
365	391	523	216	167	643	530	467	394	495	552	NA	NA	NA	NA	NA	NA	NA	NA	NA
365	391	523	216	214	721	640	543	384	493	551	NA	NA	NA	NA	NA	NA	NA	NA	NA
365	391	523	216	214	721	640	543	589	673	759	1023	NA	NA	NA	NA	NA	NA	NA	NA
366	392	559	225	169	657	574	458	371	437	543	778	1229	730	906	1069	1009	NA	NA	NA
366	392	559	225	169	657	574	458	371	437	543	916	1284	817	958	1113	1015	NA	NA	NA
366	392	559	225	169	657	574	458	371	437	543	916	1284	817	1082	1207	1148	NA	NA	NA
366	392	559	225	169	657	574	487	395	483	527	832	1301	818	986	NA	NA	NA	NA	NA
366	392	559	225	169	657	574	487	395	483	685	979	1424	915	1114	1248	1174	NA	NA	NA
366	392	559	268	262	731	705	589	530	641	708	1028	1425	936	NA	NA	NA	NA	NA	NA
366	392	559	268	262	731	705	589	530	641	708	1028	1587	1068	1240	NA	NA	NA	NA	NA
366	392	559	268	262	731	705	589	584	667	736	1072	1623	1080	NA	NA	NA	NA	NA	NA
367	420	640	269	199	598	417	237	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367	420	640	351	312	732	630	453	13	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
368	412	614	332	278	720	675	559	342	159	158	157	178	NA	NA	NA	NA	NA	NA	NA
368	412	614	332	310	780	710	632	427	165	162	163	367	NA	NA	NA	NA	NA	NA	NA
369	406	591	188	25	528	336	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369	406	591	305	230	685	523	336	20	21	16	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	423	645	341	294	712	639	510	251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
371	405	597	326	283	751	725	628	469	326	240	308	519	NA	NA	NA	NA	NA	NA	NA
371	405	597	326	283	751	725	628	469	326	304	356	548	NA	NA	NA	NA	NA	NA	NA
372	430	651	330	250	645	517	355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	430	698	374	326	744	642	489	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	432	638	354	343	835	785	717	551	471	400	461	614	NA	NA	NA	NA	NA	NA	NA
373	432	638	354	343	835	785	717	551	471	400	461	649	158	165	167	NA	NA	NA	NA
373	432	638	354	343	835	785	717	666	592	566	642	869	NA	NA	NA	NA	NA	NA	NA
373	432	638	354	354	868	826	748	583	550	460	537	746	NA	NA	NA	NA	NA	NA	NA
373	432	638	354	354	868	826	748	583	550	657	740	985	322	341	309	160	154	NA	NA
373	432	638	354	354	868	826	748	583	550	657	740	985	322	341	363	156	249	151	148
373	432	638	354	354	868	826	748	583	550	657	740	985	322	400	356	171	236	155	NA
373	432	638	354	354	868	826	748	583	550	657	740	985	322	567	546	421	465	291	154
373	432	638	354	354	868	826	849	725	706	690	748	1000	NA	NA	NA	NA	NA	NA	NA
373	432	638	354	354	868	826	849	725	706	790	848	1128	NA	NA	NA	NA	NA	NA	NA
373	434	637	363	353	834	790	732	581	510	411	519	762	311	157	160	NA	NA	NA	NA
373	434	637	363	353	834	790	732	581	510	411	519	762	311	357	341	153	149	NA	NA
373	434	637	363	353	834	790	732	581	510	411	519	762	311	357	341	153	413	249	309
373	434	637	363	353	834	790	732	581	510	459	528	745	144	148	148	149	141	NA	NA
373	434	637	363	353	834	790	732	581	510	459	528	745	144	156	155	157	147	NA	NA
373	434	637	363	353	834	790	732	656	580	517	613	825	240	237	153	262	293	144	142
373	434	637	363	353	834	790	732	656	580	517	613	825	279	279	165	NA	NA	NA	NA
373	434	637	363	353	834	790	732	656	580	517	613	825	279	279	399	274	294	153	226
373	434	637	363	353	834	790	732	656	580	773	863	1122	501	566	579	473	510	373	412
373	434	637	363	353	834	790	732	656	580	773	863	1122	501	641	692	578	660	534	536
373	434	637	363	353	834	790	732	656	580	773	863	1122	501	641	692	578	660	534	633
373	434	637	363	353	910	895	823	699	582	550	605	781	159	168	171	NA	NA	NA	NA
373	434	637	363	353	910	895	823	699	582	550	605	998	350	361	318	166	160	NA	NA
373	434	637	363	353	910	895	823	699	582	550	605	998	350	361	400	286	324	159	158
373	434	637	363	353	910	895	823	699	582	789	901	1143	528	596	575	402	464	342	298
373	434	637	363	353	910	895	823	699	582	789	901	1143	528	596	575	646	706	581	627
373	434	637	363	353	910	895	823	699	582	789	901	1143	569	649	661	500	556	403	413
373	434	637	363	353	910	895	823	699	582	789	901	1143	569	649	661	728	831	689	776
374	425	618	336	296	776	703	567	365	177	183	184	263	NA	NA	NA	NA	NA	NA	NA
374	425	618	336	296	776	703	638	429	282	188	188	362	NA	NA	NA	NA	NA	NA	NA
374	425	639	357	335	794	740	660	463	280	176	175	354	NA	NA	NA	NA	NA	NA	NA
374	425	639	357	335	794	740	660	463	378	295	321	452	NA	NA	NA	NA	NA	NA	NA
374	425	639	357	335	828	786	689	518	369	231	250	406	NA	NA	NA	NA	NA	NA	NA
374	425	639	357	335	828	786	689	518	369	380	409	579	NA	NA	NA	NA	NA	NA	NA
375	410	570	187	14	468	238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	440	668	373	325	778	691	551	298	59	53	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	440	668	373	337	789	723	622	294	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	440	668	373	337	789	723	622	445	73	68	69	78	NA	NA	NA	NA	NA	NA	NA
377	416	612	319	274	771	684	603	523	441	449	502	731	54	60	55	51	58	NA	NA
377	416	612	319	274	771	684	603	523	441	449	561	778	245	63	58	52	61	NA	NA
377	416	612	319	274	771	684	603	523	441	449	561	778	245	382	381	236	285	54	49
377	416	612	319	274	771	684	603	563	505	515	595	831	247	270	247	60	72	NA	NA
377	416	612	319	274	771	684	603	563	505	515	595	831	247	484	438	341	397	222	284
377	416	612	319	274	771	684	603	563	505	546	655	906	327	390	369	242	272	67	63
377	416	612	319	274	771	684	603	563	505	546	655	906	327	390	369	242	398	218	260
377	416	612	319	274	771	684	603	563	505	546	655	906	470	572	529	417	454	296	332
377	416	612	319	274	771	684	603	563	505	546	655	906	470	572	529	417	569	392	434
377	416	612	319	274	892	845	743	687	612	640	726	972	393	491	448	333	361	51	NA
377	416	612	319	274	892	845	743	687	612	640	726	972	393	491	448	333	361	277	45
377	416	612	319	274	892	845	743	687	612	640	726	982	428	527	449	295	365	62	56
377	416	612	319	274	892	845	743	687	612	640	726	982	428	527	653	504	568	385	393
377	416	612	319	274	892	845	743	687	750	765	869	1099	485	629	586	416	476	294	315
377	416	612	319	274	892	845	743	687	750	765	869	1099	485	629	725	591	668	497	553
377	416	612	319	274	892	845	743	687	750	765	869	1235	661	791	774	630	685	529	554
377	416	612	319	274	892	845	743	687	750	765	869	1235	661	791	774	758	816	651	692
378	387	526	168	70	520	326	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	446	644	334	302	701	623	481	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	446	720	432	379	820	752	614	346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	448	630	335	280	714	660	517	257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	448	654	343	295	738	676	549	320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	404	572	290	257	768	702	618	528	602	631	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	404	572	290	257	768	702	618	528	602	757	940	1299	794	NA	NA	NA	NA	NA	NA
381	404	572	290	257	795	712	606	527	579	549	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	404	572	290	257	795	712	606	527	579	740	931	1265	743	NA	NA	NA	NA	NA	NA
382	417	605	248	3	518	354	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	429	621	279	192	537	349	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	429	621	279	192	626	434	219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	459	662	346	284	671	547	354	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	459	719	407	345	766	671	500	231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	466	704	417	387	810	762	672	478	95	95	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	466	704	417	387	810	762	672	478	238	86	83	92	NA	NA	NA	NA	NA	NA	NA
385	466	704	417	387	880	834	746	579	322	256	99	295	NA	NA	NA	NA	NA	NA	NA
385	466	704	417	387	880	834	746	579	560	466	444	480	NA	NA	NA	NA	NA	NA	NA
385	466	704	417	387	880	834	746	579	560	466	444	627	NA	NA	NA	NA	NA	NA	NA
386	447	657	362	317	786	729	654	451	343	248	261	417	NA	NA	NA	NA	NA	NA	NA
386	447	657	362	317	786	729	654	451	343	302	299	524	NA	NA	NA	NA	NA	NA	NA
386	447	657	362	317	786	729	767	644	456	422	445	628	129	138	136	134	127	NA	NA
386	447	657	362	317	786	729	767	644	590	541	621	756	NA	NA	NA	NA	NA	NA	NA
386	447	657	362	317	786	729	767	644	590	541	621	989	131	141	281	143	132	NA	NA
386	447	657	362	317	786	729	767	644	590	541	621	989	131	420	414	290	351	131	NA
386	447	657	362	317	786	729	767	644	590	541	621	989	131	420	414	290	351	308	128
386	447	657	362	360	853	840	774	663	554	500	527	668	NA	NA	NA	NA	NA	NA	NA
386	447	657	362	360	853	840	774	663	554	500	527	842	107	117	121	244	255	118	111
386	447	657	362	360	853	840	774	663	554	500	527	842	107	371	NA	NA	NA	NA	NA
386	447	657	362	360	853	840	774	663	554	728	810	1027	418	445	404	273	290	113	255
386	447	657	362	360	853	840	806	688	566	564	610	793	109	121	120	NA	NA	NA	NA
386	447	657	362	360	853	840	806	688	566	564	610	793	109	121	299	110	110	NA	NA
386	447	657	362	360	853	840	806	688	566	564	610	793	121	131	133	127	121	NA	NA
386	447	657	362	360	853	840	806	688	566	788	860	1087	460	457	441	323	334	119	261
386	447	657	362	360	853	840	806	688	566	788	860	1087	460	583	583	491	521	371	447
387	424	609	348	293	803	701	616	473	417	367	423	669	137	143	NA	NA	NA	NA	NA
387	424	609	348	293	803	701	616	473	417	548	641	881	271	291	269	141	136	133	129
387	424	609	348	293	803	701	809	722	722	754	872	1121	490	564	537	433	449	219	NA
387	424	609	348	293	803	701	809	722	722	754	872	1121	490	564	537	433	449	444	489
387	424	609	348	293	803	701	809	722	722	754	872	1121	490	564	609	458	505	316	411
387	424	609	348	293	803	701	809	722	722	754	872	1121	490	564	609	458	505	354	372
387	424	609	348	293	803	701	809	722	722	754	872	1306	690	823	875	726	828	688	731
387	424	609	348	293	803	701	809	722	722	754	872	1306	690	823	875	726	828	688	905
387	424	609	348	293	803	701	809	722	722	754	872	1306	690	823	875	836	935	764	815
387	424	609	348	293	803	701	809	722	722	754	872	1306	690	823	875	836	935	955	1079
387	424	609	348	381	908	878	733	611	599	577	686	908	152	245	141	163	153	157	151
387	424	609	348	381	908	878	733	611	599	577	686	908	152	245	141	163	550	381	381
387	424	609	348	381	908	878	733	611	599	582	708	921	287	266	164	151	146	147	141
387	424	609	348	381	908	878	733	611	599	582	708	921	287	266	164	152	151	NA	NA
387	424	609	348	381	908	878	906	830	815	844	939	1187	537	577	563	411	463	290	268
387	424	609	348	381	908	878	906	830	815	921	1048	1321	693	753	751	609	651	477	462
387	424	609	348	381	908	878	906	830	815	921	1048	1321	693	794	814	669	705	509	NA
387	424	609	348	381	908	878	906	830	815	921	1048	1321	693	794	814	669	705	695	475
387	458	664	385	397	914	884	802	700	672	658	755	999	NA	NA	NA	NA	NA	NA	NA
387	458	664	385	397	914	884	802	700	672	791	907	NA	NA	NA	NA	NA	NA	NA	NA
387	458	664	385	397	961	934	881	763	779	741	882	1169	NA	NA	NA	NA	NA	NA	NA
387	458	664	385	397	961	934	881	763	779	741	986	1283	NA	NA	NA	NA	NA	NA	NA
387	458	664	385	397	961	934	881	825	789	808	942	1188	NA	NA	NA	NA	NA	NA	NA
387	458	664	385	397	961	934	881	825	789	808	942	1324	571	612	635	NA	NA	NA	NA
387	458	664	385	397	961	934	881	825	789	808	942	1324	571	781	821	647	715	560	655
388	452	648	311	229	597	427	229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	452	648	311	241	669	468	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	444	653	337	242	704	557	363	9	252	7	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	444	653	337	356	839	746	639	449	402	298	237	339	NA	NA	NA	NA	NA	NA	NA
390	436	642	356	318	799	722	646	430	362	278	305	483	NA	NA	NA	NA	NA	NA	NA
390	436	642	356	318	799	722	646	430	362	278	347	512	NA	NA	NA	NA	NA	NA	NA
