0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68	72	76
270	272	339	290	156	113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	287	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
272	274	329	269	191	181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
273	218	320	219	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
274	226	331	261	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
275	248	358	275	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
276	228	326	212	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
277	237	321	209	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
278	284	381	301	168	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
279	270	365	293	149	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280	242	302	157	164	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280	242	327	207	176	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
281	249	342	243	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
282	264	371	304	126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
283	239	304	208	172	139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
283	298	353	286	210	182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
284	268	379	296	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
285	253	338	234	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
286	286	366	310	183	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
287	279	351	302	165	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
288	258	330	257	219	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
289	278	384	299	147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
290	265	372	287	148	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
291	244	356	247	128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
291	244	410	316	200	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	250	350	277	161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	329	428	358	243	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
293	294	378	318	205	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
294	283	383	320	216	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
294	303	385	317	234	200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
295	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
296	271	380	291	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
297	297	398	331	159	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
298	243	340	223	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
299	291	387	312	182	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300	304	370	321	217	205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301	256	362	273	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
302	259	368	282	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
303	282	364	255	162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	266	357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	299	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
305	267	345	213	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	312	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	380	471	379	266	155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	380	496	305	222	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	380	496	305	222	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
307	301	354	280	218	201	384	333	269	450	522	411	456	330	340	440	460	360	380	563
307	301	354	280	218	201	384	333	269	450	522	411	456	330	340	440	460	360	380	590
307	301	354	280	218	201	384	333	269	450	522	411	456	359	378	487	516	401	445	648
307	301	354	280	218	201	384	333	301	474	544	430	492	371	387	497	535	415	461	658
307	301	354	280	218	201	384	333	301	474	544	430	492	371	387	497	535	415	484	710
308	257	344	221	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
309	313	408	343	203	144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	280	374	258	127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
311	275	390	295	133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312	263	376	274	139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313	260	363	250	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313	315	407	309	201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
314	296	396	311	181	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	308	399	334	192	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	276	341	225	163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317	327	392	338	204	164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
318	317	401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	314	386	327	259	241	365	332	267	437	506	393	436	319	313	402	415	285	271	423
319	314	386	327	259	241	365	332	267	437	506	393	436	319	313	402	415	321	312	487
319	314	386	327	259	241	365	332	267	437	506	436	472	353	372	469	497	386	398	578
320	319	423	328	213	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321	311	403	349	185	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	321	413	335	206	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	321	413	366	260	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
323	316	397	307	197	167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
323	316	397	351	257	214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	324	389	322	248	236	309	287	226	363	430	309	349	217	175	189	192	14	NA	NA
324	324	389	322	248	236	309	287	226	363	430	309	349	256	237	290	313	173	18	230
324	324	389	322	248	236	309	287	226	395	465	338	398	282	270	311	319	180	13	233
324	324	389	322	248	236	309	287	226	395	465	338	398	282	270	311	388	261	195	353
325	288	325	216	184	133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
325	288	395	303	249	185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	281	375	262	134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
327	335	425	333	211	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
327	335	425	372	256	143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
328	320	411	354	212	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
329	302	367	272	198	159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330	323	414	314	258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
331	295	405	300	187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
332	322	394	271	235	142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
333	328	402	345	272	245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
334	326	419	357	202	134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
335	289	382	253	190	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	310	415	339	173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
337	306	409	315	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338	318	416	352	179	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
339	305	391	265	175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
340	309	393	266	188	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341	331	438	350	214	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
342	325	427	313	215	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
343	356	440	373	244	157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
344	341	430	363	275	235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
344	345	434	360	287	249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	339	420	319	263	227	415	364	337	499	567	459	523	408	442	547	612	496	562	809
345	339	420	319	263	227	415	364	337	499	567	459	523	408	442	563	633	516	580	829
345	339	420	319	263	227	419	361	338	493	568	463	522	404	427	548	603	494	560	794
345	339	420	319	263	227	419	361	338	493	568	463	522	404	427	548	603	494	563	793
345	339	420	319	263	227	419	361	338	493	568	463	539	431	454	571	630	524	581	823
345	339	420	319	263	227	419	361	338	493	568	463	539	431	454	571	630	524	610	851
346	300	412	297	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
347	361	452	359	302	234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	347	421	330	299	258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
349	368	442	356	280	266	360	330	288	434	499	385	435	316	317	393	414	276	244	405
349	368	442	356	280	266	360	330	288	434	499	385	435	316	317	393	414	313	291	457
349	368	442	356	280	266	360	330	288	434	499	431	501	377	380	464	495	384	381	536
349	368	442	356	280	266	360	330	288	434	499	431	501	377	380	464	495	384	381	569
350	307	406	285	186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
351	337	437	332	226	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	351	439	377	239	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
353	346	429	374	251	192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
354	342	422	348	290	250	395	348	313	475	537	425	484	354	377	475	501	379	407	609
354	342	422	348	290	250	395	348	313	475	537	425	484	354	377	475	533	435	473	685
354	342	422	348	290	250	395	348	313	475	565	444	516	395	413	511	543	449	469	676
354	342	422	348	290	250	395	348	313	475	565	444	516	395	413	511	543	480	481	708
355	333	444	355	220	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
356	336	433	337	69	135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
356	336	461	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
357	338	424	298	247	115	357	252	249	392	424	273	327	199	152	158	213	NA	NA	NA
357	338	424	298	247	115	357	252	249	392	486	332	395	267	240	277	337	111	127	289
358	357	441	383	245	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	340	436	340	221	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	350	445	376	238	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
361	364	465	397	277	198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
362	360	451	395	278	212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
362	360	451	395	278	217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363	332	418	306	242	158	387	286	281	436	489	351	421	292	266	309	365	165	161	363
363	332	418	306	242	158	387	286	281	436	489	351	421	292	266	356	387	195	219	348
363	332	418	306	242	158	387	286	281	436	489	351	421	292	266	356	387	195	219	511
363	332	418	306	242	158	387	286	296	466	528	402	460	335	352	434	485	316	346	565
363	332	418	306	242	158	387	286	296	466	528	402	460	335	352	434	485	341	390	595
364	374	456	382	298	256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
364	374	456	399	309	255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
365	354	450	386	224	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
366	353	457	385	227	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367	334	417	294	193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
368	370	460	392	265	163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369	344	447	378	279	229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	359	455	361	229	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
371	348	449	342	255	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
371	348	449	369	283	169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	355	432	323	246	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
374	375	453	388	316	271	422	370	351	510	589	482	550	437	458	573	635	527	592	828
374	375	453	388	316	271	422	370	351	510	589	482	550	437	458	573	635	539	601	849
374	375	453	388	316	271	422	370	351	510	598	491	558	447	474	580	648	535	603	857
374	375	453	388	316	271	422	370	351	510	598	491	558	447	474	580	648	535	629	871
375	381	482	412	305	232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	381	482	412	311	243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	392	477	425	301	257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
377	358	463	367	223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	343	464	365	230	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	371	473	396	274	151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	384	479	411	276	203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	386	470	407	315	275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
382	352	459	375	236	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	349	443	336	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	367	458	371	262	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	409	499	418	304	184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
386	373	448	344	285	206	404	335	331	488	559	441	509	392	405	515	581	432	517	718
386	373	448	344	285	206	404	335	331	488	559	441	509	392	405	515	581	432	517	796
386	373	448	344	285	206	404	335	331	488	559	441	509	392	405	515	592	431	508	744
386	373	448	344	285	206	404	335	331	488	559	441	536	416	439	545	619	495	564	810
386	373	448	344	285	206	404	335	331	488	559	441	536	416	439	545	619	495	564	831
386	373	448	344	285	224	426	352	354	501	579	465	535	427	447	550	627	503	582	826
386	373	448	344	285	224	426	352	354	501	579	465	535	427	447	550	627	511	595	840
386	373	448	344	285	224	426	352	354	501	579	465	535	438	463	572	645	517	594	839
386	373	448	344	285	224	426	352	354	501	579	465	535	438	463	572	645	517	614	873
387	377	467	393	237	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	372	446	347	250	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	388	480	404	306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	388	495	405	324	226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390	385	468	413	293	221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
391	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
392	366	431	329	273	208	414	344	339	500	569	457	524	422	448	562	623	498	575	819
392	366	431	329	273	208	414	344	339	500	569	457	524	422	448	564	634	507	591	830
392	366	431	329	273	208	414	344	339	500	569	457	524	422	448	564	634	507	591	845
392	366	431	329	273	208	414	344	339	513	578	464	534	430	451	569	622	514	574	812
392	366	431	329	273	208	414	344	339	513	578	464	534	430	451	569	647	528	593	847
392	394	483	384	346	262	428	366	362	518	591	477	548	448	476	584	660	540	615	872
392	394	483	384	346	262	428	366	362	518	591	477	553	453	471	582	654	533	617	859
392	394	483	384	346	262	428	366	362	518	591	477	553	453	471	582	654	546	627	875
393	401	466	409	338	285	394	353	326	470	545	432	506	389	400	492	541	433	448	656
393	401	466	409	338	285	394	353	326	470	545	432	506	389	403	484	522	414	440	654
393	401	466	409	338	285	394	371	352	495	571	455	529	412	430	539	575	468	510	735
393	401	466	409	338	285	394	371	352	495	571	455	529	412	430	539	595	490	528	734
394	383	487	402	269	119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
395	382	488	403	268	121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
396	390	489	427	270	161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
397	393	491	415	289	175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	387	475	419	264	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	391	485	424	331	240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	389	476	391	329	286	413	367	350	502	574	462	532	419	438	542	601	497	552	764
400	389	476	391	329	286	413	367	350	502	574	462	532	419	438	542	601	497	576	817
400	389	476	391	329	286	413	367	350	502	574	484	546	432	453	560	614	509	570	816
401	369	454	346	231	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	379	484	389	271	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
403	396	498	434	313	231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
404	400	474	408	321	290	344	327	298	413	488	362	432	298	284	331	357	212	7	278
404	400	474	408	321	290	344	327	298	413	488	362	432	298	284	331	357	212	220	364
404	400	474	408	321	290	344	327	298	413	488	362	432	336	335	391	430	282	248	389
404	400	474	408	355	302	375	347	325	464	536	421	491	361	363	443	463	336	309	468
404	400	474	408	355	302	375	347	325	464	536	421	491	361	363	443	523	403	405	588
404	400	474	408	355	302	375	347	325	464	536	421	512	388	382	458	506	383	359	539
405	414	505	422	328	216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
405	414	524	440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
406	376	472	370	254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
407	402	497	432	288	174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
408	397	492	423	282	197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	362	462	364	228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	411	502	401	281	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
410	395	500	417	292	162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	412	507	421	323	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	412	507	429	318	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
412	410	486	400	347	291	421	378	363	521	597	479	561	435	457	565	638	529	596	844
412	410	486	400	347	291	421	378	363	521	597	479	561	459	475	575	653	547	612	869
412	410	486	400	347	291	421	378	363	521	597	479	561	459	475	575	653	547	612	876
413	408	504	431	291	166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
414	413	508	437	322	211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	407	493	368	303	218	407	338	341	489	561	435	505	390	394	481	521	348	415	626
415	407	493	368	303	218	407	338	341	489	561	435	505	390	394	481	591	440	507	743
415	407	493	368	303	218	407	338	341	489	561	435	505	390	394	481	591	440	507	797
415	407	493	368	303	218	407	338	341	489	561	453	525	415	437	537	613	425	516	770
415	407	493	368	303	218	407	338	341	489	561	453	525	415	437	537	613	489	567	825
416	415	494	416	337	273	430	372	366	524	602	492	559	451	470	581	651	545	604	852
416	415	494	416	337	273	430	372	366	524	602	492	559	451	470	581	651	548	613	874
416	415	494	416	337	273	430	372	366	524	602	496	571	468	486	600	666	560	638	888
416	415	494	416	337	273	430	372	366	524	602	496	571	468	486	600	666	560	646	892
417	406	503	436	294	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
418	417	513	441	312	183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
419	403	478	380	307	176	356	262	287	406	456	292	357	232	182	185	244	NA	NA	NA
419	403	478	380	307	176	356	262	287	406	456	343	411	274	236	285	345	147	119	320
420	418	514	439	327	209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
421	398	481	387	314	204	398	312	320	462	527	388	459	320	305	358	420	207	182	388
421	398	481	387	314	204	398	312	320	462	527	388	459	320	305	358	420	207	269	466
421	398	481	387	314	204	398	312	320	462	527	388	459	386	371	460	527	347	403	592
421	398	481	387	314	204	398	312	320	462	527	388	459	386	371	460	527	347	403	674
422	432	516	464	343	269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
422	432	516	464	343	283	250	249	263	304	360	210	252	133	NA	NA	NA	NA	NA	NA
423	429	519	454	356	295	307	307	297	380	453	297	362	227	192	164	202	2	NA	NA
423	429	519	454	356	295	307	307	297	380	453	337	412	277	241	243	288	3	2	241
423	429	525	468	361	294	281	281	282	336	411	264	320	196	131	4	4	NA	NA	NA
424	404	490	390	286	156	326	211	259	347	405	235	300	192	99	101	166	NA	NA	NA
424	430	527	433	341	190	325	227	278	355	423	249	313	202	123	95	169	NA	NA	NA
425	425	509	451	319	239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
426	440	520	449	359	300	341	331	323	429	498	378	450	306	293	310	362	196	148	291
426	440	520	449	359	300	341	331	323	429	498	378	450	346	337	390	429	289	247	412
426	440	520	449	359	300	341	331	349	463	531	407	477	356	323	363	404	247	205	371
426	440	520	449	359	300	341	331	349	463	531	407	477	356	381	428	476	328	324	504
426	440	520	449	359	300	341	331	349	463	531	407	477	356	381	428	476	328	339	503
426	440	540	474	376	321	388	360	356	480	555	437	519	393	391	463	505	376	352	521
426	440	540	474	376	321	388	360	356	480	555	437	519	420	428	488	552	418	438	597
426	440	540	474	376	321	388	360	356	480	555	437	519	420	428	488	552	418	438	662
427	426	511	438	352	301	432	381	376	531	606	489	563	460	483	591	664	550	625	887
427	426	511	438	352	301	432	381	376	531	606	489	563	460	492	598	674	566	643	899
427	426	511	438	352	317	435	387	389	535	613	497	578	467	489	594	670	568	639	896
427	426	511	438	352	317	435	387	389	535	613	497	578	467	489	594	678	561	636	897
428	428	510	446	366	309	390	358	347	479	562	443	526	411	421	507	556	421	424	618
428	428	510	446	366	309	390	358	347	479	562	443	526	411	421	507	556	458	476	693
428	428	510	446	366	309	390	358	347	479	562	449	521	405	422	505	568	453	464	687
428	428	510	470	377	325	412	379	369	505	576	469	541	423	441	538	599	486	527	761
428	428	510	470	377	325	412	379	369	505	576	469	541	423	441	546	608	493	531	755
429	416	501	394	300	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
430	424	523	453	317	188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
431	421	506	406	336	261	425	357	365	514	586	468	551	443	464	567	650	521	597	854
431	421	506	406	336	261	425	357	365	514	586	468	551	443	464	567	650	534	618	865
431	421	506	406	336	261	425	357	365	525	593	480	560	454	477	585	667	541	621	863
431	421	506	406	336	261	425	357	365	525	593	480	560	454	477	585	667	541	621	885
431	421	506	406	336	261	425	357	365	525	593	480	560	454	477	586	661	543	624	866
432	419	529	435	296	129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
433	422	526	444	310	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
434	427	528	456	334	222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
435	434	532	467	349	270	180	186	205	225	272	116	149	4	NA	NA	NA	NA	NA	NA
436	420	512	410	295	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
437	423	521	426	297	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
438	436	531	458	326	187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
439	431	518	414	344	244	406	345	359	494	570	447	531	414	431	518	593	446	496	732
439	431	518	414	344	244	406	345	359	494	570	447	531	414	431	518	593	446	554	795
439	431	518	414	344	244	406	345	359	494	570	447	531	414	431	541	626	488	566	803
439	431	518	414	344	244	406	345	359	494	570	447	531	414	431	541	626	488	566	824
